1003458034897.225830,566391258075.253174,285817857680.438965
978891792959.072266,576194200382.409302,295142188262.493103
1283689372899.729248,640020314993.702271,315840512825.344727
869310791840.947754,506430972765.091675,262320981775.643433
1018137748684.159058,448078743711.815979,260951666848.182739
981567452053.902344,518231257724.925781,256217441897.803589
1123962651821.025146,534569722520.749390,249635355862.274963
911124522687.134155,483416692124.517273,281766308217.203674
970553959560.346802,433688414494.488037,262406665315.181274
971489698293.881104,508823658438.583984,273477737454.205505
1250333402142.886719,542790898895.802124,272797935044.746124
721458508139.214233,479395531768.165405,285628484979.549866
1110500743997.972412,489284576724.610413,236330217202.549377
963032376011.620728,524229737042.732422,267027591454.907166
1023287686960.329590,509110412827.636108,270485544651.106262
940341032675.942261,530407474035.524658,284800878601.966736
1132405728075.609863,497866206387.622742,289421332850.857483
1030321597433.329712,535473343298.342896,310388838605.412598
878894355225.844116,518830956129.060303,297865837171.751770
1053518688409.071289,569896269155.315186,277191343940.387329
938881755340.353760,522382253004.101013,265965032155.981628
1251086473787.794922,515616553007.857544,245137015506.541565
1134700524934.797363,480949880055.758667,261129984745.861359
1052041923062.256958,479233067719.434753,268653609821.599213
958744665612.685913,529008873359.070068,255042590266.726196
1003458034897.225830,566391258075.253174,285817857680.438965
978891792959.072266,576194200382.409302,295142188262.493103
1283689372899.729248,640020314993.702271,315840512825.344727
869310791840.947754,506430972765.091675,262320981775.643433
1018137748684.159058,448078743711.815979,260951666848.182739
981567452053.902344,518231257724.925781,256217441897.803589
1123962651821.025146,534569722520.749390,249635355862.274963
911124522687.134155,483416692124.517273,281766308217.203674
970553959560.346802,433688414494.488037,262406665315.181274
971489698293.881104,508823658438.583984,273477737454.205505
1250333402142.886719,542790898895.802124,272797935044.746124
721458508139.214233,479395531768.165405,285628484979.549866
1110500743997.972412,489284576724.610413,236330217202.549377
963032376011.620728,524229737042.732422,267027591454.907166
1023287686960.329590,509110412827.636108,270485544651.106262
940341032675.942261,530407474035.524658,284800878601.966736
1132405728075.609863,497866206387.622742,289421332850.857483
1030321597433.329712,535473343298.342896,310388838605.412598
878894355225.844116,518830956129.060303,297865837171.751770
1053518688409.071289,569896269155.315186,277191343940.387329
938881755340.353760,522382253004.101013,265965032155.981628
1251086473787.794922,515616553007.857544,245137015506.541565
1134700524934.797363,480949880055.758667,261129984745.861359
1052041923062.256958,479233067719.434753,268653609821.599213
958744665612.685913,529008873359.070068,255042590266.726196
1003458034897.225830,566391258075.253174,285817857680.438965
978891792959.072266,576194200382.409302,295142188262.493103
1283689372899.729248,640020314993.702271,315840512825.344727
869310791840.947754,506430972765.091675,262320981775.643433
1018137748684.159058,448078743711.815979,260951666848.182739
981567452053.902344,518231257724.925781,256217441897.803589
1123962651821.025146,534569722520.749390,249635355862.274963
911124522687.134155,483416692124.517273,281766308217.203674
970553959560.346802,433688414494.488037,262406665315.181274
971489698293.881104,508823658438.583984,273477737454.205505
1250333402142.886719,542790898895.802124,272797935044.746124
721458508139.214233,479395531768.165405,285628484979.549866
1110500743997.972412,489284576724.610413,236330217202.549377
963032376011.620728,524229737042.732422,267027591454.907166
1023287686960.329590,509110412827.636108,270485544651.106262
940341032675.942261,530407474035.524658,284800878601.966736
1132405728075.609863,497866206387.622742,289421332850.857483
1030321597433.329712,535473343298.342896,310388838605.412598
878894355225.844116,518830956129.060303,297865837171.751770
